alert_id,tx_id,dept_id,alert_type,confidence_score,description,timestamp
227,2892,4,Phantom Utilization,0.87,Transaction SAN002892 marked paid but no utilization recorded within 30 days.,2024-11-12 00:00:00
228,2898,4,Phantom Utilization,0.93,Transaction SAN002898 marked paid but no utilization recorded within 30 days.,2022-04-23 00:00:00
229,2902,4,Phantom Utilization,0.84,Transaction SAN002902 marked paid but no utilization recorded within 30 days.,2023-01-14 00:00:00
230,2910,4,Phantom Utilization,0.86,Transaction SAN002910 marked paid but no utilization recorded within 30 days.,2022-12-25 00:00:00
231,2915,4,Phantom Utilization,0.94,Transaction SAN002915 marked paid but no utilization recorded within 30 days.,2022-06-06 00:00:00
232,2920,4,Phantom Utilization,0.96,Transaction SAN002920 marked paid but no utilization recorded within 30 days.,2023-01-09 00:00:00
233,2928,4,Phantom Utilization,0.85,Transaction SAN002928 marked paid but no utilization recorded within 30 days.,2022-05-27 00:00:00
234,2949,4,Phantom Utilization,0.86,Transaction SAN002949 marked paid but no utilization recorded within 30 days.,2022-07-08 00:00:00
235,2952,4,Phantom Utilization,0.95,Transaction SAN002952 marked paid but no utilization recorded within 30 days.,2022-08-21 00:00:00
236,2981,4,Phantom Utilization,0.9,Transaction SAN002981 marked paid but no utilization recorded within 30 days.,2023-12-19 00:00:00
237,2993,4,Phantom Utilization,0.93,Transaction SAN002993 marked paid but no utilization recorded within 30 days.,2023-08-23 00:00:00
238,2996,4,Phantom Utilization,0.9,Transaction SAN002996 marked paid but no utilization recorded within 30 days.,2023-04-06 00:00:00
239,3004,4,Phantom Utilization,0.9,Transaction SAN003004 marked paid but no utilization recorded within 30 days.,2024-01-12 00:00:00
240,3017,4,Phantom Utilization,0.91,Transaction SAN003017 marked paid but no utilization recorded within 30 days.,2024-09-03 00:00:00
241,3038,4,Phantom Utilization,0.88,Transaction SAN003038 marked paid but no utilization recorded within 30 days.,2024-09-20 00:00:00
242,3045,4,Phantom Utilization,0.9,Transaction SAN003045 marked paid but no utilization recorded within 30 days.,2022-08-15 00:00:00
243,3046,4,Phantom Utilization,0.85,Transaction SAN003046 marked paid but no utilization recorded within 30 days.,2022-09-02 00:00:00
244,3076,4,Phantom Utilization,0.88,Transaction SAN003076 marked paid but no utilization recorded within 30 days.,2022-09-11 00:00:00
245,3088,4,Phantom Utilization,0.96,Transaction SAN003088 marked paid but no utilization recorded within 30 days.,2022-12-25 00:00:00
246,3089,4,Phantom Utilization,0.92,Transaction SAN003089 marked paid but no utilization recorded within 30 days.,2022-09-10 00:00:00
247,3101,4,Phantom Utilization,0.84,Transaction SAN003101 marked paid but no utilization recorded within 30 days.,2022-06-11 00:00:00
248,3109,4,Phantom Utilization,0.87,Transaction SAN003109 marked paid but no utilization recorded within 30 days.,2023-03-16 00:00:00
249,3133,4,Phantom Utilization,0.9,Transaction SAN003133 marked paid but no utilization recorded within 30 days.,2023-09-29 00:00:00
250,3144,4,Phantom Utilization,0.92,Transaction SAN003144 marked paid but no utilization recorded within 30 days.,2023-05-27 00:00:00
251,3169,4,Phantom Utilization,0.85,Transaction SAN003169 marked paid but no utilization recorded within 30 days.,2024-01-07 00:00:00
252,3179,4,Phantom Utilization,0.86,Transaction SAN003179 marked paid but no utilization recorded within 30 days.,2024-10-31 00:00:00
253,3196,4,Phantom Utilization,0.85,Transaction SAN003196 marked paid but no utilization recorded within 30 days.,2024-06-07 00:00:00
254,3197,4,Phantom Utilization,0.87,Transaction SAN003197 marked paid but no utilization recorded within 30 days.,2024-03-25 00:00:00
255,3198,4,Phantom Utilization,0.88,Transaction SAN003198 marked paid but no utilization recorded within 30 days.,2025-01-28 00:00:00
256,3203,4,Phantom Utilization,0.89,Transaction SAN003203 marked paid but no utilization recorded within 30 days.,2025-01-07 00:00:00
257,3246,5,Phantom Utilization,0.85,Transaction SAN003246 marked paid but no utilization recorded within 30 days.,2022-02-17 00:00:00
258,3255,5,Phantom Utilization,0.86,Transaction SAN003255 marked paid but no utilization recorded within 30 days.,2022-12-25 00:00:00
259,3274,5,Phantom Utilization,0.9,Transaction SAN003274 marked paid but no utilization recorded within 30 days.,2022-07-29 00:00:00
260,3280,5,Phantom Utilization,0.92,Transaction SAN003280 marked paid but no utilization recorded within 30 days.,2024-01-22 00:00:00
261,3291,5,Phantom Utilization,0.9,Transaction SAN003291 marked paid but no utilization recorded within 30 days.,2023-12-01 00:00:00
262,3299,5,Phantom Utilization,0.89,Transaction SAN003299 marked paid but no utilization recorded within 30 days.,2024-01-28 00:00:00
263,3313,5,Phantom Utilization,0.93,Transaction SAN003313 marked paid but no utilization recorded within 30 days.,2023-03-22 00:00:00
264,3314,5,Phantom Utilization,0.94,Transaction SAN003314 marked paid but no utilization recorded within 30 days.,2023-08-26 00:00:00
265,3349,5,Phantom Utilization,0.96,Transaction SAN003349 marked paid but no utilization recorded within 30 days.,2024-12-24 00:00:00
266,3362,5,Phantom Utilization,0.96,Transaction SAN003362 marked paid but no utilization recorded within 30 days.,2024-12-12 00:00:00
267,3363,5,Phantom Utilization,0.87,Transaction SAN003363 marked paid but no utilization recorded within 30 days.,2025-01-14 00:00:00
268,3380,5,Phantom Utilization,0.85,Transaction SAN003380 marked paid but no utilization recorded within 30 days.,2024-12-21 00:00:00
269,3385,5,Phantom Utilization,0.92,Transaction SAN003385 marked paid but no utilization recorded within 30 days.,2022-07-18 00:00:00
270,3394,5,Phantom Utilization,0.85,Transaction SAN003394 marked paid but no utilization recorded within 30 days.,2022-02-10 00:00:00
271,3395,5,Phantom Utilization,0.9,Transaction SAN003395 marked paid but no utilization recorded within 30 days.,2022-06-03 00:00:00
272,3401,5,Phantom Utilization,0.86,Transaction SAN003401 marked paid but no utilization recorded within 30 days.,2022-10-21 00:00:00
273,3404,5,Phantom Utilization,0.9,Transaction SAN003404 marked paid but no utilization recorded within 30 days.,2022-09-13 00:00:00
274,3405,5,Phantom Utilization,0.91,Transaction SAN003405 marked paid but no utilization recorded within 30 days.,2022-12-28 00:00:00
275,3406,5,Phantom Utilization,0.93,Transaction SAN003406 marked paid but no utilization recorded within 30 days.,2022-08-28 00:00:00
276,3414,5,Phantom Utilization,0.93,Transaction SAN003414 marked paid but no utilization recorded within 30 days.,2022-11-16 00:00:00
277,3427,5,Phantom Utilization,0.85,Transaction SAN003427 marked paid but no utilization recorded within 30 days.,2022-11-23 00:00:00
278,3435,5,Phantom Utilization,0.92,Transaction SAN003435 marked paid but no utilization recorded within 30 days.,2022-11-30 00:00:00
279,3453,5,Phantom Utilization,0.9,Transaction SAN003453 marked paid but no utilization recorded within 30 days.,2023-08-31 00:00:00
280,3468,5,Phantom Utilization,0.89,Transaction SAN003468 marked paid but no utilization recorded within 30 days.,2024-01-02 00:00:00
281,3472,5,Phantom Utilization,0.91,Transaction SAN003472 marked paid but no utilization recorded within 30 days.,2024-01-25 00:00:00
282,3506,5,Phantom Utilization,0.87,Transaction SAN003506 marked paid but no utilization recorded within 30 days.,2024-04-16 00:00:00
283,3515,5,Phantom Utilization,0.88,Transaction SAN003515 marked paid but no utilization recorded within 30 days.,2024-08-19 00:00:00
284,3517,5,Phantom Utilization,0.9,Transaction SAN003517 marked paid but no utilization recorded within 30 days.,2024-11-07 00:00:00
285,3523,5,Phantom Utilization,0.88,Transaction SAN003523 marked paid but no utilization recorded within 30 days.,2024-02-17 00:00:00
286,3524,5,Phantom Utilization,0.85,Transaction SAN003524 marked paid but no utilization recorded within 30 days.,2024-09-04 00:00:00
287,3552,5,Phantom Utilization,0.92,Transaction SAN003552 marked paid but no utilization recorded within 30 days.,2022-12-29 00:00:00
288,3571,5,Phantom Utilization,0.87,Transaction SAN003571 marked paid but no utilization recorded within 30 days.,2022-03-16 00:00:00
289,3581,5,Phantom Utilization,0.84,Transaction SAN003581 marked paid but no utilization recorded within 30 days.,2023-01-19 00:00:00
290,3588,5,Phantom Utilization,0.86,Transaction SAN003588 marked paid but no utilization recorded within 30 days.,2022-10-06 00:00:00
291,3597,5,Phantom Utilization,0.93,Transaction SAN003597 marked paid but no utilization recorded within 30 days.,2024-01-22 00:00:00
292,3599,5,Phantom Utilization,0.9,Transaction SAN003599 marked paid but no utilization recorded within 30 days.,2023-12-15 00:00:00
293,3600,5,Phantom Utilization,0.86,Transaction SAN003600 marked paid but no utilization recorded within 30 days.,2023-07-14 00:00:00
294,3601,5,Phantom Utilization,0.9,Transaction SAN003601 marked paid but no utilization recorded within 30 days.,2023-07-20 00:00:00
295,3604,5,Phantom Utilization,0.95,Transaction SAN003604 marked paid but no utilization recorded within 30 days.,2023-04-16 00:00:00
296,3630,5,Phantom Utilization,0.96,Transaction SAN003630 marked paid but no utilization recorded within 30 days.,2023-09-12 00:00:00
297,3633,5,Phantom Utilization,0.86,Transaction SAN003633 marked paid but no utilization recorded within 30 days.,2023-05-05 00:00:00
298,3648,5,Phantom Utilization,0.93,Transaction SAN003648 marked paid but no utilization recorded within 30 days.,2023-07-21 00:00:00
299,3676,5,Phantom Utilization,0.95,Transaction SAN003676 marked paid but no utilization recorded within 30 days.,2025-01-31 00:00:00
300,3680,5,Phantom Utilization,0.92,Transaction SAN003680 marked paid but no utilization recorded within 30 days.,2024-11-02 00:00:00
301,3683,5,Phantom Utilization,0.85,Transaction SAN003683 marked paid but no utilization recorded within 30 days.,2024-07-20 00:00:00
302,3684,5,Phantom Utilization,0.93,Transaction SAN003684 marked paid but no utilization recorded within 30 days.,2024-12-19 00:00:00
303,3690,5,Phantom Utilization,0.86,Transaction SAN003690 marked paid but no utilization recorded within 30 days.,2024-02-19 00:00:00
304,3707,5,Phantom Utilization,0.88,Transaction SAN003707 marked paid but no utilization recorded within 30 days.,2024-08-26 00:00:00
305,3715,5,Phantom Utilization,0.86,Transaction SAN003715 marked paid but no utilization recorded within 30 days.,2024-10-12 00:00:00
306,3723,5,Phantom Utilization,0.96,Transaction SAN003723 marked paid but no utilization recorded within 30 days.,2022-10-23 00:00:00
307,3731,5,Phantom Utilization,0.87,Transaction SAN003731 marked paid but no utilization recorded within 30 days.,2022-06-03 00:00:00
308,3739,5,Phantom Utilization,0.89,Transaction SAN003739 marked paid but no utilization recorded within 30 days.,2023-01-18 00:00:00
309,3741,5,Phantom Utilization,0.91,Transaction SAN003741 marked paid but no utilization recorded within 30 days.,2022-05-04 00:00:00
310,3742,5,Phantom Utilization,0.91,Transaction SAN003742 marked paid but no utilization recorded within 30 days.,2022-06-09 00:00:00
311,3743,5,Phantom Utilization,0.95,Transaction SAN003743 marked paid but no utilization recorded within 30 days.,2022-09-23 00:00:00
312,3751,5,Phantom Utilization,0.94,Transaction SAN003751 marked paid but no utilization recorded within 30 days.,2022-12-10 00:00:00
313,3755,5,Phantom Utilization,0.95,Transaction SAN003755 marked paid but no utilization recorded within 30 days.,2022-12-30 00:00:00
314,3771,5,Phantom Utilization,0.84,Transaction SAN003771 marked paid but no utilization recorded within 30 days.,2023-03-29 00:00:00
315,3782,5,Phantom Utilization,0.89,Transaction SAN003782 marked paid but no utilization recorded within 30 days.,2023-03-14 00:00:00
316,3801,5,Phantom Utilization,0.89,Transaction SAN003801 marked paid but no utilization recorded within 30 days.,2024-01-07 00:00:00
317,3810,5,Phantom Utilization,0.94,Transaction SAN003810 marked paid but no utilization recorded within 30 days.,2024-01-11 00:00:00
318,3826,5,Phantom Utilization,0.88,Transaction SAN003826 marked paid but no utilization recorded within 30 days.,2023-10-18 00:00:00
319,3910,5,Phantom Utilization,0.9,Transaction SAN003910 marked paid but no utilization recorded within 30 days.,2024-01-14 00:00:00
320,3912,5,Phantom Utilization,0.94,Transaction SAN003912 marked paid but no utilization recorded within 30 days.,2023-10-12 00:00:00
321,3916,5,Phantom Utilization,0.86,Transaction SAN003916 marked paid but no utilization recorded within 30 days.,2023-09-17 00:00:00
322,3925,5,Phantom Utilization,0.91,Transaction SAN003925 marked paid but no utilization recorded within 30 days.,2023-10-24 00:00:00
323,3929,5,Phantom Utilization,0.85,Transaction SAN003929 marked paid but no utilization recorded within 30 days.,2023-05-16 00:00:00
324,3933,5,Phantom Utilization,0.93,Transaction SAN003933 marked paid but no utilization recorded within 30 days.,2023-10-08 00:00:00
325,3947,5,Phantom Utilization,0.93,Transaction SAN003947 marked paid but no utilization recorded within 30 days.,2024-10-23 00:00:00
326,3950,5,Phantom Utilization,0.95,Transaction SAN003950 marked paid but no utilization recorded within 30 days.,2024-06-09 00:00:00
327,3955,5,Phantom Utilization,0.86,Transaction SAN003955 marked paid but no utilization recorded within 30 days.,2025-01-04 00:00:00
328,3963,5,Phantom Utilization,0.95,Transaction SAN003963 marked paid but no utilization recorded within 30 days.,2024-08-07 00:00:00
329,3971,5,Phantom Utilization,0.93,Transaction SAN003971 marked paid but no utilization recorded within 30 days.,2024-05-14 00:00:00
330,3976,5,Phantom Utilization,0.91,Transaction SAN003976 marked paid but no utilization recorded within 30 days.,2024-09-03 00:00:00
331,4032,5,Phantom Utilization,0.95,Transaction SAN004032 marked paid but no utilization recorded within 30 days.,2023-01-10 00:00:00
332,4036,5,Phantom Utilization,0.95,Transaction SAN004036 marked paid but no utilization recorded within 30 days.,2022-10-25 00:00:00
333,4039,5,Phantom Utilization,0.87,Transaction SAN004039 marked paid but no utilization recorded within 30 days.,2022-09-05 00:00:00
334,4058,5,Phantom Utilization,0.85,Transaction SAN004058 marked paid but no utilization recorded within 30 days.,2024-01-28 00:00:00
335,4065,5,Phantom Utilization,0.85,Transaction SAN004065 marked paid but no utilization recorded within 30 days.,2024-01-21 00:00:00
336,4066,5,Phantom Utilization,0.95,Transaction SAN004066 marked paid but no utilization recorded within 30 days.,2023-06-11 00:00:00
337,4073,5,Phantom Utilization,0.93,Transaction SAN004073 marked paid but no utilization recorded within 30 days.,2024-01-07 00:00:00
